category,funding
Software,10663460.0
Technology,10663460.0
Internet,6490000.0
Web Hosting,18000.0
Health Care,10600000.0
Health Care,400000.0
Health Care Information Technology,400000.0
Mobile Health,400000.0
Software,400000.0
Advertising,1450000.0
Crowdsourcing,1450000.0
Curated Web,1450000.0
Photography,1450000.0
Advertising,48957.0
Art,2600000.0
Artists Globally,2600000.0
Curated Web,2600000.0
Digital Media,2600000.0
Photography,2600000.0
Printing,2600000.0
Apps,1310600.0
Mobile,1310600.0
Photography,1310600.0
Photo Sharing,1310600.0
Social Media,1310600.0
Biotechnology,10000000.0
Biotechnology,40000000.0
Web Hosting,10000000.0
Advertising,150714.0
Software,161000.0
Advertising,7519000.0
Big Data,7519000.0
Computer Vision,7519000.0
Content,7519000.0
Image Recognition,7519000.0
Machine Learning,7519000.0
Software,7519000.0
Software,10000000.0
Big Data,310000.0
Image Recognition,310000.0
Machine Learning,310000.0
Photography,310000.0
Startups,310000.0
Visual Search,310000.0
Internet,366567.0
Games,100000.0
Biotechnology,33500000.0
Health Diagnostics,33500000.0
Software,40000.0
Enterprise Software,2600000.0
Semiconductors,103139678.5
Software,34700000.0
Video,34700000.0
Video Streaming,34700000.0
Employment,41000000.0
Health Care,41000000.0
Apps,2600000.0
B2B,2600000.0
E-Commerce,2600000.0
Hospitality,2600000.0
Hotels,2600000.0
Internet,2600000.0
Mobile,2600000.0
Sales and Marketing,2600000.0
Travel,2600000.0
Software,1265400.0
Manufacturing,5787441.0
Health Care,5000000.0
Biometrics,12000000.0
Databases,12000000.0
Technology,12000000.0
Biotechnology,4901993.0
Advertising,28550000.0
Analytics,28550000.0
Big Data,28550000.0
Credit,28550000.0
Finance Technology,28550000.0
FinTech,28550000.0
Human Resources,28550000.0
Media,28550000.0
Psychology,28550000.0
Surveys,28550000.0
Comics,15000000.0
E-Commerce,15000000.0
Entertainment,15000000.0
Life Sciences,15000000.0
News,15000000.0
Publishing,15000000.0
Cloud-Based Music,10000.0
Photo Sharing,10000.0
Social Media,10000.0
Health and Wellness,4200000.0
Bio-Pharm,26500000.0
Biotechnology,26500000.0
Medical,26500000.0
Analytics,11633057.0
Manufacturing,11633057.0
Market Research,11633057.0
Apps,1200000.0
Curated Web,1200000.0
Mobile,1200000.0
Startups,1200000.0
Crowdsourcing,20000.0
Mobile,20000.0
Publishing,20000.0
Software,20000.0
E-Commerce,470000.0
Fashion,470000.0
Biotechnology,285000.0
Medical Devices,5100000.0
Property Management,450000.0
SaaS,450000.0
Diagnostics,25000.0
Health and Wellness,25000.0
Health Care,25000.0
Medical,25000.0
Biotechnology,1000000.0
Analytics,20769647.0
Marketing Automation,385000.0
SaaS,385000.0
Sales and Marketing,385000.0
Biotechnology,7000000.0
Enterprise Software,999950.0
Internet Marketing,999950.0
Semantic Web,999950.0
Video Streaming,999950.0
Web Development,999950.0
Algorithms,20000000.0
Information Technology,20000000.0
Services,20000000.0
Technology,20000000.0
Biotechnology,3801616.0
Biometrics,2183275.0
Health and Wellness,2183275.0
Health Care,2183275.0
Semiconductors,15000000.0
Medical Devices,1077695.0
Education,1785830.0
Software,550000.0
Education,4040000.0
Healthcare Services,4040000.0
Medical,4040000.0
Curated Web,2624000.0
Advertising,20000000.0
Business Services,20000000.0
Events,20000000.0
Internet,20000000.0
Public Relations,20000000.0
Games,150000.0
Kids,150000.0
Health Care,600000.0
Mobile,600000.0
PaaS,600000.0
SaaS,600000.0
Biotechnology,1980000.0
Search,2000000.0
Enterprise Software,22250000.0
Music,27132127.0
Photography,27132127.0
Video,27132127.0
Finance,3084832.0
Enterprise Software,17518226.0
Film,17518226.0
Video,17518226.0
Video Editing,17518226.0
Media,153439.0
Social Media,153439.0
Software,153439.0
Health Care,7000000.0
Clean Technology,25000000.0
Information Technology,3500000.0
Services,3500000.0
Information Technology,3500000.0
Mobile,3500000.0
SEO,3500000.0
Health and Wellness,9526833.0
Medical,9526833.0
Medical Devices,9526833.0
Pharmaceuticals,9526833.0
Advertising,200000.0
Internet Infrastructure,7164000.0
Web Tools,7164000.0
Apps,250000.0
Mobile,250000.0
Photo Sharing,250000.0
Private Social Networking,250000.0
Social Games,250000.0
Social Media,250000.0
Communities,40000000.0
Content Creators,40000000.0
Photography,40000000.0
Social Media,40000000.0
Social News,40000000.0
Hardware + Software,1427030.0
Technology,1427030.0
Mobile,26000000.0
Software,5124996.0
Hardware + Software,130000.0
Curated Web,500000.0
Semantic Web,500000.0
E-Commerce,848841.0
Sporting Goods,848841.0
Sports,848841.0
Software,25000.0
Enterprises,30000000.0
Enterprise Software,30000000.0
Messaging,30000000.0
E-Commerce,125000.0
Hospitality,4300000.0
Bio-Pharm,178843287.0
Biotechnology,178843287.0
Independent Pharmacies,178843287.0
Manufacturing,178843287.0
Pharmaceuticals,178843287.0
Biotechnology,60000000.0
Semiconductors,20892857.0
Business Productivity,2550000.0
Email,2550000.0
SaaS,2550000.0
Sales and Marketing,2550000.0
EdTech,2038317.0
Education,2038317.0
Technology,2038317.0
Education,475617.0
Content Discovery,2000000.0
Marketplaces,2000000.0
Video Streaming,2000000.0
Advertising,25000000.0
Real Estate,32347.0
Social Media,32347.0
Biotechnology,6384353.0
Health Care,11300000.0
Medical,11300000.0
Pharmaceuticals,11300000.0
Biotechnology,99031500.0
Health Care,99031500.0
Therapeutics,99031500.0
Biotechnology,33200000.0
Biotechnology,700000.0
Biotechnology,20320961.4
Cloud Computing,2000000.0
IT and Cybersecurity,2000000.0
Security,2000000.0
Software,2000000.0
Biotechnology,8064000.0
Biotechnology,150000.0
Biotechnology,735000.0
Biotechnology,6080000.0
Biotechnology,6000000.0
Health Diagnostics,6000000.0
Biotechnology,9000000.0
Diagnostics,53750000.0
Health Care,53750000.0
Health Diagnostics,53750000.0
Medical Devices,53750000.0
Information Security,2700000.0
IT and Cybersecurity,2700000.0
Network Security,2700000.0
Security,2700000.0
Health and Wellness,1120000.0
Health Care,1200000.0
New Product Development,1200000.0
Services,1200000.0
Hospitality,32470645.0
Biotechnology,320000000.0
Market Research,320000000.0
Biotechnology,26000000.0
Biotechnology,1341116.0
Biotechnology,4009487.0
Biotechnology,30000000.0
Biotechnology,6245999.0
Biotechnology,3050123.0
Biotechnology,40000.0
Health Diagnostics,40000.0
Biotechnology,15400000.0
Biotechnology,12000000.0
Pharmaceuticals,12000000.0
Pharmaceuticals,510142.0
Biotechnology,763434.0
Biotechnology,32000000.0
Health Diagnostics,32000000.0
Biotechnology,3099458.0
Big Data,1500000.0
Data Integration,1500000.0
Data Security,1500000.0
Biotechnology,1980000.0
Software,2422006.0
Local Based Services,50000.0
Service Providers,50000.0
Content Delivery,21000.0
Mobile,21000.0
Music,21000.0
Musicians,21000.0
QR Codes,21000.0
Social Network Media,82000.0
Big Data Analytics,70000.0
Entertainment Industry,70000.0
Investment Management,70000.0
Apps,2000000.0
Mobile,2000000.0
Apps,100001.0
Games,100001.0
Gamification,100001.0
iPhone,100001.0
Kids,100001.0
Location Based Services,100001.0
Mobile,100001.0
Parenting,100001.0
Analytics,6500000.0
Customer Service,6500000.0
E-Commerce,6500000.0
Finance,6500000.0
Financial Services,6500000.0
Internet,6500000.0
Real Estate Investors,6500000.0
Advertising,1900000.0
Advertising Platforms,1900000.0
Monetization,1900000.0
Software,1900000.0
Analytics,1800000.0
Big Data,4300000.0
Enterprise Software,4300000.0
Health Care Information Technology,4300000.0
Human Computer Interaction,4300000.0
Market Research,4300000.0
Software,4300000.0
Universities,4300000.0
Usability,4300000.0
Hardware + Software,5717561.0
Video,5717561.0
Consulting,415000.0
Transportation,415000.0
Software,35000.0
Advertising,3200000.0
Media,3200000.0
Consumer Internet,105000.0
Health and Insurance,105000.0
Health and Wellness,105000.0
Health Care,105000.0
Marketplaces,105000.0
Health Diagnostics,250000.0
Medical Devices,250000.0
Advertising,8500000.0
Performance Marketing,8500000.0
Consulting,4500000.0
Software,40000.0
Internet,5700000.0
Games,250000.0
Messaging,1000000.0
Design,1950000.0
Media,1950000.0
Sales and Marketing,1950000.0
Automated Kiosk,800000.0
Document Management,800000.0
Services,800000.0
Biotechnology,4200000.0
Analytics,490196.0
Big Data,490196.0
Electronics,490196.0
Hardware + Software,490196.0
Mobile,490196.0
Sensors,490196.0
Sports,490196.0
Location Based Services,40000.0
Logistics,40000.0
Marketplaces,40000.0
Transportation,40000.0
Sales and Marketing,17000000.0
Software,17000000.0
Education,4099999.0
Web Hosting,3020000.0
Biotechnology,5000000.0
Medical Devices,335000.0
Health Care,3470389.0
Biotechnology,4000000.0
Web Hosting,2000000.0
Software,150000.0
Education,500000.0
Technology,500000.0
Biotechnology,3155000.0
Security,9000000.0
Software,16845651.0
Software,120000.0
Security,49000000.0
Software,49000000.0
Health Care,6800000.0
Software,10000000.0
Internet of Things,86281952.0
RFID,86281952.0
Semiconductors,86281952.0
Software,86281952.0
Health Care,8521872.0
Biotechnology,84403715.56
Medical Devices,500000.0
Health and Wellness,21553000.0
Biotechnology,50800.0
Enterprise Software,25000000.0
B2B,500000.0
Big Data Analytics,500000.0
Data Mining,500000.0
Direct Sales,500000.0
Predictive Analytics,500000.0
Sales and Marketing,500000.0
Software,3300000.0
Open Source,2000000.0
Services,2000000.0
Visualization,2000000.0
Finance,630969.0
Social Network Media,630969.0
Big Data,4300000.0
Software,4300000.0
Hospitality,183000000.0
Consumer Goods,2800000.0
E-Commerce,2800000.0
Handmade,2800000.0
Online Shopping,2800000.0
Retail,2800000.0
Mobile,120000.0
Health Care,5303000.0
Software,10000000.0
B2B,62000000.0
E-Commerce,62000000.0
Marketplaces,62000000.0
Manufacturing,1246443.0
Apps,257320.0
B2B,257320.0
Business Services,257320.0
Design,257320.0
Information Technology,257320.0
Internet,257320.0
Small and Medium Businesses,257320.0
Software,257320.0
Technology,257320.0
Web CMS,257320.0
Web Development,257320.0
Biotechnology,22946180.0
Energy,6000000.0
Energy Efficiency,6000000.0
Energy Management,6000000.0
Material Science,6000000.0
Security,23910000.0
Cloud Computing,22094860.0
Games,22094860.0
Software,22094860.0
Technology,22094860.0
Software,2250000.0
E-Commerce,4000000.0
Hospitality,4000000.0
Mobile,4000000.0
Mobile Commerce,4000000.0
Restaurants,4000000.0
Wholesale,4000000.0
Android,1400000.0
Art,1400000.0
Concerts,1400000.0
Events,1400000.0
iOS,1400000.0
Location Based Services,1400000.0
Mobile,1400000.0
Online Reservations,1400000.0
Sports,1400000.0
Theatre,1400000.0
Ticketing,1400000.0
Vertical Search,1400000.0
Finance,50000.0
FinTech,50000.0
Mobile,50000.0
Apps,80000.0
Coupons,80000.0
Mobile,80000.0
Software,1737000.0
Biotechnology,7529000.0
Medical Devices,36834000.0
Analytics,3016969.0
Computer Vision,3016969.0
Market Research,3016969.0
E-Commerce,4700000.0
Online Shopping,4700000.0
Twitter Applications,4700000.0
Health Diagnostics,2255893.0
Medical Devices,2255893.0
Hardware + Software,1794902.0
Manufacturing,27444900.0
Biotechnology,22000000.0
Biotechnology,18339710.0
Medical Devices,18339710.0
Digital Media,12000000.0
Music,12000000.0
Digital Entertainment,3118891.0
Entertainment,3118891.0
Music,3118891.0
Musicians,3118891.0
Facebook Applications,5000.0
Identity,5000.0
Music,5000.0
Online Dating,5000.0
Social Network Media,5000.0
Twitter Applications,5000.0
Web Development,5000.0
3D,29000000.0
Entertainment,29000000.0
Games,29000000.0
Social Media,29000000.0
Virtual Currency,29000000.0
Internet,1000000.0
Finance,250000.0
Software,250000.0
Audio,13586.1361
Audiobooks,13586.1361
Publishing,13586.1361
Shared Services,150000.0
Social Network Media,150000.0
Tracking,150000.0
Audio,516160.0
Electronics,516160.0
Hardware + Software,516160.0
Mobile,5639000.0
Biotechnology,271199.0
Waste Management,7060006.0
Water,7060006.0
Water Purification,7060006.0
Advertising,583000.0
Apps,1500000.0
Coffee,1500000.0
E-Commerce,1500000.0
Electronics,1500000.0
Guides,1500000.0
iOS,1500000.0
iPhone,1500000.0
Mobile,1500000.0
Music,1500000.0
Restaurants,1500000.0
Sports,51731.0
Mobile,1627780.0
Software,1700000.0
Health Care,4114060.0
Communities,200000.0
Interest Graph,200000.0
Networking,200000.0
Social Media,200000.0
Games,15280000.0
Discounts,2800000.0
Hotels,2800000.0
Mobile Commerce,2800000.0
Online Reservations,2800000.0
Finance,10180000.0
3D,32500.0
Curated Web,32500.0
Graphics,32500.0
Presentations,32500.0
Real Time,32500.0
Advertising,17000000.0
Mobile Advertising,17000000.0
Hospitality,40000.0
B2B,160000.0
Internet,160000.0
Software,160000.0
Advertising,500000.0
Advertising Exchanges,500000.0
Advertising Platforms,500000.0
Mobile Advertising,500000.0
PaaS,500000.0
SaaS,500000.0
Networking,12000000.0
Health and Wellness,17110000.0
Cyber Security,8500000.0
IT and Cybersecurity,8500000.0
Online Identity,8500000.0
Android,23835000.0
iOS,23835000.0
Mobile,23835000.0
Internet,300000.0
Customer Service,2000000.0
E-Commerce,2000000.0
Semantic Search,2000000.0
Virtual Workforces,2000000.0
Education,138172.0517
Call Center Automation,15000000.0
Private Social Networking,15000000.0
Biotechnology,2492429.0
Health Diagnostics,2492429.0
Apps,2600000.0
Artificial Intelligence,2600000.0
CRM,2600000.0
Analytics,935000.0
Retail,935000.0
Sales and Marketing,935000.0
Services,935000.0
Enterprise Software,2500000.0
Developer APIs,8000000.0
Email,8000000.0
Social Media,8000000.0
Communications Infrastructure,3925000.0
Messaging,3925000.0
Advertising,20000000.0
Internet,20000000.0
Service Providers,20000000.0
Biotechnology,984913.0
Manufacturing,2587000.0
Biotechnology,5876977.0
Entertainment Industry,49407.0
Payments,49407.0
Recruiting,49407.0
Biotechnology,8999998.0
Health Diagnostics,8999998.0
Software,5022916.0
Chat,4000000.0
Collaboration,4000000.0
Enterprise 2.0,4000000.0
Enterprise Software,4000000.0
File Sharing,4000000.0
Public Relations,3980000.0
Retail,3980000.0
Sales and Marketing,3980000.0
Enterprise Software,500000.0
Biotechnology,20000000.0
Health Care,4700000.0
Content,15000.0
SaaS,15000.0
Software,15000.0
Web CMS,15000.0
Semiconductors,1400500.0
Technology,1400500.0
Hardware + Software,745000.0
Software,160000.0
Android,5705000.0
Games,5705000.0
iPad,5705000.0
iPhone,5705000.0
Mobile,5705000.0
Technology,5705000.0
Enterprise Software,84700000.0
E-Commerce,2000000.0
Biotechnology,7032500.0
Biotechnology,64940000.0
Biotechnology,20596287.0
Health and Wellness,1380000.0
Portals,160000.0
Web Hosting,1049336.0
Hardware + Software,659000.0
Finance,900000.0
Finance Technology,900000.0
Financial Services,900000.0
FinTech,900000.0
Marketplaces,900000.0
Machine Learning,6000000.0
Mobile,6000000.0
Mobile Video,6000000.0
Social Media,40000.0
Medical,400.0
Contact Centers,35265626.0
Customer Service,35265626.0
Software,35265626.0
Telephony,35265626.0
Software,20943220.0
Services,2617491.0
Finance Technology,178686.0
FinTech,178686.0
Mobile Payments,178686.0
SaaS,178686.0
Automotive,15000000.0
Curated Web,2610000.0
Internet,2610000.0
Marketplaces,2610000.0
Startups,2610000.0
Travel,2610000.0
Software,500000.0
Health Care Information Technology,3001250.0
Angels,55000.0
Venture Capital,55000.0
Biotechnology,30000000.0
Development Platforms,5000000.0
Online Gaming,5000000.0
PC Gaming,5000000.0
E-Commerce,750000.0
Incubators,91297.0
Software,7300000.0
Biotechnology,5700000.0
Games,1350000.0
Mobile,1350000.0
Video Games,1350000.0
Technology,3000000.0
Health Care,5119660.0
Content Delivery,476660.0
Customer Service,476660.0
Location Based Services,476660.0
Online Shopping,476660.0
Curated Web,5000000.0
Search,5000000.0
Alumni,250000.0
Consulting,250000.0
Networking,250000.0
Search,250000.0
Software,250000.0
Cyber Security,6000000.0
Industrial,6000000.0
Infrastructure,6000000.0
Biotechnology,1400000.0
Health Care,12800000.0
Assisted Living,20450000.0
Curated Web,20450000.0
Gas,500000000.0
Natural Resources,500000000.0
Services,500000000.0
Software,480500.0
Entertainment Industry,5000000.0
Banking,13400000.0
Finance,13400000.0
Enterprise Software,7000000.0
Biotechnology,31319064.0
SaaS,1600000.0
Search,1600000.0
Public Relations,20000.0
E-Commerce,19000000.0
Colleges,652594.0
Curated Web,652594.0
Search,652594.0
Classifieds,20000.0
Music,20000.0
Curated Web,75776000.0
Finance,7500000.0
FinTech,7500000.0
Financial Services,1000000.0
Real Estate,1000000.0
Clean Technology,16000000.0
Services,455000.0
Music,25000.0
Designers,10000000.0
E-Commerce,10000000.0
Fashion,10000000.0
Online Shopping,10000000.0
Analytics,2000000.0
Big Data,2000000.0
Business Intelligence,2000000.0
Internet,2000000.0
Mobile,2000000.0
Sales and Marketing,2000000.0
Software,6000000.0
Semiconductors,6000000.0
SaaS,6000000.0
Software,6000000.0
Cloud Data Services,3179000.0
Developer APIs,3179000.0
Developer Tools,3179000.0
Machine Learning,3179000.0
Small and Medium Businesses,3179000.0
Debt Collecting,4000000.0
Finance,4000000.0
Financial Services,4000000.0
Finance,56500000.0
Mobile,100000.0
Music,100000.0
Technology,100000.0
Business Development,5000000.0
Private Corrections,5000000.0
Professional Services,5000000.0
Clean Technology,200000.0
Biotechnology,782000.0
Health Diagnostics,10348250.0
Software,10348250.0
E-Commerce,31208.0
Fashion,31208.0
